NAMESPACE           NAME                                                              READY   STATUS      RESTARTS        AGE
monitoring-system   monitoring-system-prometheus-node-exporter-hlg7l                  1/1     Running     8 (37h ago)     16d
monitoring-system   monitoring-system-prometheus-node-exporter-j2l2t                  1/1     Running     8 (37h ago)     16d
monitoring-system   monitoring-system-prometheus-node-exporter-mkdzh                  1/1     Running     8 (37h ago)     15d
monitoring-system   monitoring-system-prometheus-node-exporter-s6l6g                  1/1     Running     8 (36h ago)     16d
monitoring-system   monitoring-system-prometheus-node-exporter-vnzn4                  1/1     Running     8 (37h ago)     16d
monitoring-system   monitoring-system-prometheus-node-exporter-wb2cs                  1/1     Running     8 (36h ago)     16d
monitoring-system   monitoring-system-prometheus-node-exporter-wrfzx                  1/1     Running     8 (36h ago)     16d
monitoring-system   prometheus-monitoring-system-kube-pro-prometheus-0                2/2     Running     0               36h
n8n                 n8n-db-756b95b648-x2lrm                                           2/2     Running     0               37h
n8n                 n8n-main-d586c6fcc-c9cn7                                          2/2     Running     0               36h
nextcloud           nextcloud-7dcdfd77ff-dfhzw                                        2/2     Running     0               36h
nextcloud           nextcloud-mariadb-0                                               1/1     Running     0               37h
nextcloud           nextcloud-valkey-0                                                1/1     Running     0               36h
ollama              ollama-5687cd9f6-7pmk6                                            1/1     Running     0               36h
ollama              ollama-model-puller-df956569b-g8xnh                               1/1     Running     0               37h
openwebui           openwebui-54df8b6fd7-sjncn                                        1/1     Running     0               36h
paperclip           paperclip-ccb684f5c-qz4pq                                         3/3     Running     0               67m
postgres            postgres-79fbb6c7bd-lxcqk                                         3/3     Running     0               37h
qdrant              qdrant-0                                                          1/1     Running     0               36h
radarr              radarr-f6666f9fc-wsrnv                                            1/1     Running     0               37h
renovate            renovate-29571240-6cfj7                                           0/1     Completed   0               30h
renovate            renovate-29572680-th9hq                                           0/1     Completed   0               6h32m
rook-ceph           ceph-csi-controller-manager-59b6bb679-cvzj7                       1/1     Running     0               36h
rook-ceph           rook-ceph-conversion-webhook-59888b8875-6md7m                     1/1     Running     0               37h
rook-ceph           rook-ceph-crashcollector-arcanine-5d9d65b756-v9j7v                1/1     Running     0               36h
rook-ceph           rook-ceph-crashcollector-bulbasaur-59cd9fcffd-rhnx6               1/1     Running     0               36h
rook-ceph           rook-ceph-crashcollector-charmander-55579ddc5b-dchq6              1/1     Running     0               37h
rook-ceph           rook-ceph-crashcollector-cyndaquil-5dbddfb65c-9fw9h               1/1     Running     0               36h
rook-ceph           rook-ceph-crashcollector-growlithe-7576697d66-thknh               1/1     Running     0               37h
rook-ceph           rook-ceph-crashcollector-pikachu-655f7d5d4c-7rv9s                 1/1     Running     0               37h
rook-ceph           rook-ceph-crashcollector-sprigatito-846c5596b7-m24zb              1/1     Running     0               37h
rook-ceph           rook-ceph-crashcollector-squirtle-6754b64545-f49nb                1/1     Running     0               37h
rook-ceph           rook-ceph-exporter-arcanine-6596fc4cd9-4nrlp                      1/1     Running     0               36h
rook-ceph           rook-ceph-exporter-bulbasaur-5f8d86d56f-cmsmc                     1/1     Running     0               36h
rook-ceph           rook-ceph-exporter-charmander-d8fd9f4d5-rnztz                     1/1     Running     0               37h
rook-ceph           rook-ceph-exporter-cyndaquil-6ffd99c4c8-jd7p6                     1/1     Running     0               36h
rook-ceph           rook-ceph-exporter-growlithe-7568dc95c-cvr72                      1/1     Running     0               37h
rook-ceph           rook-ceph-exporter-pikachu-6d66c97dbd-q5xfd                       1/1     Running     0               37h
rook-ceph           rook-ceph-exporter-sprigatito-dffcb875d-9dzrr                     1/1     Running     0               37h
rook-ceph           rook-ceph-exporter-squirtle-79bc59ff44-mbgrs                      1/1     Running     0               37h
rook-ceph           rook-ceph-mds-standard-rwx-a-6bd6586df-llwmh                      1/1     Running     0               37h
rook-ceph           rook-ceph-mds-standard-rwx-b-779b85d79c-h57cp                     1/1     Running     0               37h
rook-ceph           rook-ceph-mgr-a-85cf456ccc-99sdq                                  2/2     Running     0               37h
rook-ceph           rook-ceph-mgr-b-8564fb67f7-m6z4z                                  2/2     Running     0               36h
rook-ceph           rook-ceph-mon-h-5ccccdb9bc-qklwl                                  1/1     Running     0               37h
rook-ceph           rook-ceph-mon-j-746c974688-r8nfg                                  1/1     Running     0               37h
rook-ceph           rook-ceph-mon-k-87ddd7cdf-dz9l2                                   1/1     Running     0               36h
rook-ceph           rook-ceph-operator-7dd9d5998c-zck6c                               1/1     Running     0               36h
rook-ceph           rook-ceph-osd-1-6c5b9465b6-ncwwm                                  1/1     Running     0               37h
rook-ceph           rook-ceph-osd-2-9c8b6cdf6-7zrk7                                   1/1     Running     0               36h
rook-ceph           rook-ceph-osd-6-78fb5bc9db-8bkw9                                  1/1     Running     0               37h
rook-ceph           rook-ceph-osd-7-55c9677467-mp8gm                                  1/1     Running     0               37h
rook-ceph           rook-ceph-osd-8-68757d6697-gzfkb                                  1/1     Running     0               36h
rook-ceph           rook-ceph-osd-prepare-arcanine-qjg2r                              0/1     Completed   0               36h
rook-ceph           rook-ceph-osd-prepare-cyndaquil-6ksjx                             0/1     Completed   0               36h
rook-ceph           rook-ceph-osd-prepare-growlithe-79ndv                             0/1     Completed   0               36h
rook-ceph           rook-ceph-osd-prepare-sprigatito-rqnz2                            0/1     Completed   0               36h
rook-ceph           rook-ceph-snapshot-controller-6dbc5fd87b-jrscn                    1/1     Running     0               36h
rook-ceph           rook-ceph-tools-658fd4db6f-kplr4                                  1/1     Running     0               37h
rook-ceph           rook-ceph.cephfs.csi.ceph.com-ctrlplugin-86757c8c54-4pb42         5/5     Running     0               36h
rook-ceph           rook-ceph.cephfs.csi.ceph.com-ctrlplugin-86757c8c54-pd4wp         5/5     Running     0               37h
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-42g9r                    2/2     Running     32 (37h ago)    16d
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-886cd                    2/2     Running     32 (37h ago)    16d
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-8r9cb                    2/2     Running     32 (36h ago)    16d
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-9h6kl                    2/2     Running     32 (37h ago)    16d
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-9kz8x                    2/2     Running     32 (36h ago)    16d
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-sqgsz                    2/2     Running     32 (37h ago)    16d
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-tmsbm                    2/2     Running     31 (37h ago)    16d
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-ttd2b                    2/2     Running     32 (37h ago)    16d
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-w6qr7                    2/2     Running     32 (36h ago)    16d
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-xzxz5                    2/2     Running     32 (36h ago)    16d
rook-ceph           rook-ceph.rbd.csi.ceph.com-ctrlplugin-66f54b995f-c6wz8            5/5     Running     0               36h
rook-ceph           rook-ceph.rbd.csi.ceph.com-ctrlplugin-66f54b995f-gxd5l            5/5     Running     0               36h
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-2pxd8                       2/2     Running     32 (36h ago)    16d
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-5pfrr                       2/2     Running     32 (37h ago)    16d
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-6kvt2                       2/2     Running     32 (37h ago)    16d
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-bl2sf                       2/2     Running     32 (37h ago)    16d
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-crg8c                       2/2     Running     32 (37h ago)    16d
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-j4cnx                       2/2     Running     32 (36h ago)    16d
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-l9d5f                       2/2     Running     32 (36h ago)    16d
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-lhjml                       2/2     Running     31 (36h ago)    16d
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-qkncb                       2/2     Running     32 (37h ago)    16d
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-wvjg9                       2/2     Running     32 (37h ago)    16d
sabnzbd             sabnzbd-6fc46c74fc-v99ls                                          2/2     Running     0               36h
searxng             searxng-main-85d6c58b8c-2t74j                                     1/1     Running     0               37h
searxng             searxng-redis-5b5d46bf8c-hwrps                                    1/1     Running     0               37h
sonarr              sonarr-6d44cd4845-bw62p                                           1/1     Running     0               36h
strata              strata-7f7688575c-cn52n                                           1/1     Running     0               36h
volsync-system      volsync-system-69476fddfd-858vh                                   1/1     Running     0               36h
weaviate-test       weaviate-0                                                        1/1     Running     0               37h
woodpecker          woodpecker-agent-0                                                1/1     Running     0               37h
woodpecker          woodpecker-server-0                                               1/1     Running     0               36h
zot                 zot-0                                                             1/1     Running     0               36h
