NAMESPACE           NAME                                                              READY   STATUS      RESTARTS         AGE
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-szksm                       2/2     Running     20 (6h3m ago)    10d
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-vjs59                       2/2     Running     24 (6h32m ago)   10d
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-x5hp9                       2/2     Running     20 (6h42m ago)   10d
sabnzbd             sabnzbd-f7456ffcd-g75ft                                           2/2     Running     0                6h40m
searxng             searxng-main-85d6c58b8c-lvkbz                                     1/1     Running     0                6h12m
searxng             searxng-redis-5b5d46bf8c-z7r7g                                    1/1     Running     0                6h36m
sonarr              sonarr-6d44cd4845-f8hmr                                           1/1     Running     0                6h45m
volsync-system      volsync-system-5db49859d-9cv8h                                    2/2     Running     0                6h45m
weaviate-test       weaviate-0                                                        1/1     Running     0                6h18m
woodpecker          woodpecker-agent-0                                                1/1     Running     2 (6h15m ago)    6h18m
woodpecker          woodpecker-server-0                                               1/1     Running     0                6h18m
zot                 zot-0                                                             1/1     Running     0                6h45m
