NAME                                                       READY   STATUS      RESTARTS         AGE     IP           NODE         NOMINATED NODE   READINESS GATES
rook-ceph.cephfs.csi.ceph.com-ctrlplugin-c4dc99579-zg4mf   5/5     Running     0                2d15h   10.0.6.204   squirtle     <none>           <none>
rook-ceph.cephfs.csi.ceph.com-nodeplugin-cgcn2             2/2     Running     16 (2d15h ago)   9d      10.0.20.16   cyndaquil    <none>           <none>
rook-ceph.cephfs.csi.ceph.com-nodeplugin-dmm87             2/2     Running     16 (2d15h ago)   9d      10.0.20.17   totodile     <none>           <none>
rook-ceph.cephfs.csi.ceph.com-nodeplugin-gppjq             2/2     Running     16 (2d15h ago)   9d      10.0.20.18   growlithe    <none>           <none>
rook-ceph.cephfs.csi.ceph.com-nodeplugin-km79k             2/2     Running     16 (2d15h ago)   9d      10.0.20.15   chikorita    <none>           <none>
rook-ceph.cephfs.csi.ceph.com-nodeplugin-ln2xg             2/2     Running     16 (2d15h ago)   9d      10.0.20.20   sprigatito   <none>           <none>
rook-ceph.cephfs.csi.ceph.com-nodeplugin-nl7sz             2/2     Running     16 (2d15h ago)   9d      10.0.20.12   squirtle     <none>           <none>
rook-ceph.cephfs.csi.ceph.com-nodeplugin-qqk55             2/2     Running     16 (2d14h ago)   9d      10.0.20.13   bulbasaur    <none>           <none>
rook-ceph.cephfs.csi.ceph.com-nodeplugin-rp424             2/2     Running     16 (2d15h ago)   9d      10.0.20.14   pikachu      <none>           <none>
rook-ceph.cephfs.csi.ceph.com-nodeplugin-sr6pd             2/2     Running     16 (2d15h ago)   9d      10.0.20.19   arcanine     <none>           <none>
rook-ceph.cephfs.csi.ceph.com-nodeplugin-tq8r7             2/2     Running     16 (2d15h ago)   9d      10.0.20.11   charmander   <none>           <none>
rook-ceph.rbd.csi.ceph.com-ctrlplugin-5f745fd754-578sm     5/5     Running     0                2d15h   10.0.2.236   totodile     <none>           <none>
rook-ceph.rbd.csi.ceph.com-ctrlplugin-5f745fd754-mgrwt     5/5     Running     0                2d15h   10.0.8.48    pikachu      <none>           <none>
rook-ceph.rbd.csi.ceph.com-nodeplugin-29n8t                2/2     Running     16 (2d15h ago)   9d      10.0.20.14   pikachu      <none>           <none>
rook-ceph.rbd.csi.ceph.com-nodeplugin-dcx5w                2/2     Running     16 (2d15h ago)   9d      10.0.20.12   squirtle     <none>           <none>
rook-ceph.rbd.csi.ceph.com-nodeplugin-fdqxc                2/2     Running     16 (2d15h ago)   9d      10.0.20.16   cyndaquil    <none>           <none>
rook-ceph.rbd.csi.ceph.com-nodeplugin-m4626                2/2     Running     16 (2d15h ago)   9d      10.0.20.17   totodile     <none>           <none>
rook-ceph.rbd.csi.ceph.com-nodeplugin-prnr6                2/2     Running     16 (2d15h ago)   9d      10.0.20.19   arcanine     <none>           <none>
rook-ceph.rbd.csi.ceph.com-nodeplugin-r2mz4                2/2     Running     16 (2d15h ago)   9d      10.0.20.20   sprigatito   <none>           <none>
rook-ceph.rbd.csi.ceph.com-nodeplugin-skvrn                2/2     Running     16 (2d14h ago)   9d      10.0.20.13   bulbasaur    <none>           <none>
rook-ceph.rbd.csi.ceph.com-nodeplugin-szksm                2/2     Running     16 (2d15h ago)   9d      10.0.20.15   chikorita    <none>           <none>
rook-ceph.rbd.csi.ceph.com-nodeplugin-vjs59                2/2     Running     16 (2d15h ago)   9d      10.0.20.18   growlithe    <none>           <none>
rook-ceph.rbd.csi.ceph.com-nodeplugin-x5hp9                2/2     Running     16 (2d15h ago)   9d      10.0.20.11   charmander   <none>           <none>
