=== Nodes ===
NAME         STATUS   ROLES                       AGE    VERSION        INTERNAL-IP   EXTERNAL-IP   OS-IMAGE                        KERNEL-VERSION           CONTAINER-RUNTIME
arcanine     Ready    <none>                      426d   v1.33.6+k3s1   10.0.20.19    <none>        Fedora Linux 39 (Thirty Nine)   6.11.9-100.fc39.x86_64   containerd://2.1.5-k3s1.33
bulbasaur    Ready    control-plane,etcd,master   426d   v1.33.6+k3s1   10.0.20.13    <none>        Fedora Linux 39 (Thirty Nine)   6.11.9-100.fc39.x86_64   containerd://2.1.5-k3s1.33
charmander   Ready    control-plane,etcd,master   426d   v1.33.6+k3s1   10.0.20.11    <none>        Fedora Linux 39 (Thirty Nine)   6.11.9-100.fc39.x86_64   containerd://2.1.5-k3s1.33
chikorita    Ready    <none>                      338d   v1.33.6+k3s1   10.0.20.15    <none>        Fedora Linux 39 (Thirty Nine)   6.11.9-100.fc39.x86_64   containerd://2.1.5-k3s1.33
cyndaquil    Ready    <none>                      109d   v1.33.6+k3s1   10.0.20.16    <none>        Fedora Linux 39 (Thirty Nine)   6.11.9-100.fc39.x86_64   containerd://2.1.5-k3s1.33
growlithe    Ready    <none>                      426d   v1.33.6+k3s1   10.0.20.18    <none>        Fedora Linux 39 (Thirty Nine)   6.11.9-100.fc39.x86_64   containerd://2.1.5-k3s1.33
pikachu      Ready    <none>                      426d   v1.33.6+k3s1   10.0.20.14    <none>        Fedora Linux 39 (Thirty Nine)   6.11.9-100.fc39.x86_64   containerd://2.1.5-k3s1.33
sprigatito   Ready    <none>                      246d   v1.33.6+k3s1   10.0.20.20    <none>        Fedora Linux 39 (Thirty Nine)   6.11.9-100.fc39.x86_64   containerd://2.1.5-k3s1.33
squirtle     Ready    control-plane,etcd,master   426d   v1.33.6+k3s1   10.0.20.12    <none>        Fedora Linux 39 (Thirty Nine)   6.11.9-100.fc39.x86_64   containerd://2.1.5-k3s1.33
totodile     Ready    <none>                      426d   v1.33.6+k3s1   10.0.20.17    <none>        Fedora Linux 39 (Thirty Nine)   6.11.9-100.fc39.x86_64   containerd://2.1.5-k3s1.33

=== Top Nodes ===
NAME         CPU(cores)   CPU(%)   MEMORY(bytes)   MEMORY(%)   
arcanine     486m         6%       6933Mi          10%         
bulbasaur    582m         14%      3655Mi          23%         
charmander   1004m        25%      4945Mi          20%         
chikorita    528m         13%      4881Mi          15%         
cyndaquil    289m         7%       4534Mi          28%         
growlithe    563m         14%      7675Mi          23%         
pikachu      453m         11%      3708Mi          23%         
sprigatito   308m         7%       4133Mi          12%         
squirtle     1078m        26%      4715Mi          29%         
totodile     266m         6%       2482Mi          15%         

=== All Pods ===
NAMESPACE           NAME                                                              READY   STATUS                 RESTARTS          AGE
rook-ceph           rook-ceph-mon-l-55b6c8c968-pp5fp                                  1/1     Running                0                 5h36m
rook-ceph           rook-ceph-mon-m-85998c76b8-c6bl9                                  1/1     Running                0                 5h36m
rook-ceph           rook-ceph-operator-59b7cb597-tdx6m                                1/1     Running                0                 5h37m
rook-ceph           rook-ceph-osd-0-6bb6b5db75-96r2q                                  1/1     Running                0                 5h8m
rook-ceph           rook-ceph-osd-1-6c6d7974dc-wd8hq                                  1/1     Running                0                 5h8m
rook-ceph           rook-ceph-osd-2-7cf65f9656-k74pg                                  1/1     Running                0                 5h8m
rook-ceph           rook-ceph-osd-4-787f9878f-2cj2h                                   1/1     Running                0                 5h8m
rook-ceph           rook-ceph-osd-6-6b5c95799-69hkv                                   1/1     Running                0                 5h8m
rook-ceph           rook-ceph-osd-7-69cc4dffc9-qxv4k                                  1/1     Running                0                 5h35m
rook-ceph           rook-ceph-osd-8-9b678766f-ckt82                                   1/1     Running                0                 5h8m
rook-ceph           rook-ceph-osd-prepare-arcanine-7ltgg                              0/1     Completed              0                 3h47m
rook-ceph           rook-ceph-osd-prepare-chikorita-8v8g4                             0/1     Completed              0                 3h47m
rook-ceph           rook-ceph-osd-prepare-cyndaquil-8kbzz                             0/1     Completed              0                 3h47m
rook-ceph           rook-ceph-osd-prepare-growlithe-m9rjt                             0/1     Completed              0                 3h47m
rook-ceph           rook-ceph-osd-prepare-sprigatito-94qq8                            0/1     Completed              0                 3h47m
rook-ceph           rook-ceph-snapshot-controller-6dbc5fd87b-dbmp7                    1/1     Running                0                 5h37m
rook-ceph           rook-ceph-tools-658fd4db6f-mpkzd                                  1/1     Running                1 (6h4m ago)      2d11h
rook-ceph           rook-ceph.cephfs.csi.ceph.com-ctrlplugin-5976c5446b-mmc9n         5/5     Running                0                 5h37m
rook-ceph           rook-ceph.cephfs.csi.ceph.com-ctrlplugin-5976c5446b-z2cff         5/5     Running                0                 5h37m
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-4872m                    2/2     Running                0                 5h36m
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-7p5gq                    2/2     Running                0                 5h36m
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-9hngm                    2/2     Running                0                 5h36m
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-cfv56                    2/2     Running                0                 5h36m
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-hm2sp                    2/2     Running                0                 5h36m
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-lrbwf                    2/2     Running                0                 5h36m
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-lsz4s                    2/2     Running                0                 5h36m
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-mkb7m                    2/2     Running                0                 5h36m
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-sct98                    2/2     Running                0                 5h36m
rook-ceph           rook-ceph.cephfs.csi.ceph.com-nodeplugin-swg45                    2/2     Running                0                 5h36m
rook-ceph           rook-ceph.rbd.csi.ceph.com-ctrlplugin-8679b64c77-htwpv            5/5     Running                0                 5h37m
rook-ceph           rook-ceph.rbd.csi.ceph.com-ctrlplugin-8679b64c77-jm28w            5/5     Running                0                 5h37m
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-52bnf                       2/2     Running                0                 5h36m
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-9tczt                       2/2     Running                0                 5h36m
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-bwbcn                       2/2     Running                0                 5h36m
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-glcbj                       2/2     Running                0                 5h36m
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-h4p9k                       2/2     Running                0                 5h36m
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-kkjjn                       2/2     Running                0                 5h36m
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-mtdtv                       2/2     Running                0                 5h36m
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-vsk49                       2/2     Running                0                 5h36m
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-xqxwq                       2/2     Running                0                 5h36m
rook-ceph           rook-ceph.rbd.csi.ceph.com-nodeplugin-zq6pg                       2/2     Running                0                 5h36m
sabnzbd             sabnzbd-569d6c5f5c-fsxjj                                          2/2     Running                0                 8h
searxng             searxng-main-85d6c58b8c-dzhvr                                     1/1     Running                0                 8h
searxng             searxng-redis-5b5d46bf8c-tplkg                                    1/1     Running                1 (6h5m ago)      8h
second-brain        second-brain-697c7595b8-drbn5                                     1/1     Running                0                 125m
sonarr              sonarr-6d44cd4845-mglhd                                           1/1     Running                0                 8h
strata              strata-7f7688575c-9k4kb                                           1/1     Running                0                 4h32m
volsync-system      volsync-system-69476fddfd-qxj49                                   1/1     Running                1 (6h4m ago)      8h
weaviate-test       weaviate-0                                                        1/1     Running                2 (5h7m ago)      11h
woodpecker          woodpecker-agent-0                                                1/1     Running                2 (5h7m ago)      8h
woodpecker          woodpecker-server-0                                               1/1     Running                1 (4h54m ago)     8h
zot                 registry-test                                                     1/1     Running                7 (3m40s ago)     6h28m
zot                 zot-0                                                             1/1     Running                0                 4h

=== Non-running Pods ===
default             node-debugger-arcanine-fgqkz                                      0/1   Unknown                0                 3h55m
default             node-debugger-charmander-c9jrc                                    0/1   Error                  0                 3h39m
default             node-debugger-charmander-d9nkw                                    0/1   Error                  0                 4h18m
default             node-debugger-chikorita-6f9rr                                     0/1   Unknown                0                 3h54m
default             node-debugger-cyndaquil-cwb66                                     0/1   Unknown                0                 3h54m
default             node-debugger-cyndaquil-dxxzn                                     0/1   Error                  0                 4h20m
default             node-debugger-growlithe-lqrrx                                     0/1   Unknown                0                 3h53m
default             node-debugger-pikachu-5knhm                                       0/1   Unknown                0                 3h57m
default             node-debugger-sprigatito-s2jz2                                    0/1   Unknown                0                 3h52m
default             node-debugger-totodile-mbzdp                                      0/1   Unknown                0                 3h51m
kube-system         nfs-client-provisioner-nfs-subdir-external-provisioner-854jlrfx   0/1   Unknown                2                 10h
pages               pages-78cd655d8b-fw8kt                                            0/1   CreateContainerError   0                 142m

=== ArgoCD Applications ===
NAME                  SYNC STATUS   HEALTH STATUS
argocd                Synced        Healthy
backlog               Synced        Healthy
backlog-canary        Synced        Healthy
budget                Synced        Healthy
budget-canary         Synced        Healthy
cert-manager          Synced        Healthy
cloudflared           Synced        Healthy
connect               Synced        Healthy
dex                   Synced        Healthy
doplarr               Synced        Healthy
emby                  Synced        Healthy
explorers-hub         Synced        Healthy
external-dns          Synced        Healthy
external-secrets      Synced        Healthy
gitea                 Synced        Healthy
global-secrets        Synced        Healthy
gpu-operator          Synced        Healthy
grafana               Synced        Healthy
humbleai              Synced        Healthy
humbleai-canary       Synced        Healthy
humbleai-demo         Synced        Healthy
ingress-nginx         Synced        Healthy
kanidm                Synced        Healthy
kured                 Synced        Healthy
localai               Synced        Healthy
loki                  Synced        Healthy
matrix                Synced        Healthy
monitoring-system     Synced        Healthy
nibble                Synced        Healthy
nibble-canary         Synced        Healthy
openwebui             Synced        Healthy
pages                 Synced        Progressing
pages-canary          Synced        Healthy
podwave               Synced        Healthy
postgres              Synced        Healthy
qdrant                Synced        Healthy
radarr                Synced        Healthy
renovate              Synced        Healthy
rook-ceph             Synced        Healthy
sabnzbd               Synced        Healthy
searxng               Synced        Healthy
second-brain          Synced        Healthy
second-brain-canary   Synced        Progressing
sonarr                Synced        Healthy
strata                Synced        Healthy
volsync-system        Synced        Healthy
woodpecker            Synced        Healthy
zot                   Synced        Healthy

=== Unsynced/Unhealthy Apps ===
NAME                  SYNC STATUS   HEALTH STATUS
pages                 Synced        Progressing
second-brain-canary   Synced        Progressing

=== Recent Events (last 200) ===
default       2m57s       Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       2m56s       Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       2m56s       Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m55s       Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       2m52s       Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m52s       Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       2m50s       Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       2m50s       Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       2m49s       Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m48s       Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       2m48s       Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       2m48s       Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       2m45s       Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       2m45s       Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m43s       Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       2m43s       Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       2m42s       Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m41s       Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       2m41s       Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       2m41s       Normal    Starting                         node/sprigatito                                                       Starting kubelet.
pages         2m40s       Warning   Failed                           pod/pages-78cd655d8b-fw8kt                                            (combined from similar events): Error: failed to generate container "e59aa209bb53c68d50d949e778daca0b97f22897604129ac1d6635e6315d0a34" spec: failed to generate spec: failed to stat "/var/lib/kubelet/pods/a8c6e1a0-bfea-42a1-962a-0a941f7438d9/volumes/kubernetes.io~nfs/data": stat /var/lib/kubelet/pods/a8c6e1a0-bfea-42a1-962a-0a941f7438d9/volumes/kubernetes.io~nfs/data: stale NFS file handle
default       2m38s       Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       2m38s       Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m36s       Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       2m36s       Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       2m35s       Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m34s       Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       2m34s       Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       2m33s       Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       2m31s       Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       2m31s       Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m29s       Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       2m29s       Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       2m28s       Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m27s       Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       2m26s       Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       2m26s       Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       2m24s       Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m23s       Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       2m22s       Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       2m21s       Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       2m20s       Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m20s       Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       2m19s       Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       2m19s       Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       2m17s       Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m16s       Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       2m15s       Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       2m14s       Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       2m13s       Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       2m13s       Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m11s       Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       2m11s       Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       2m10s       Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m9s        Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       2m8s        Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       2m7s        Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       2m6s        Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       2m6s        Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m4s        Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       2m3s        Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       2m3s        Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       2m2s        Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       2m1s        Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       2m          Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       119s        Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       119s        Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       117s        Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       116s        Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       115s        Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       115s        Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       114s        Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       113s        Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       113s        Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       112s        Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       109s        Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       109s        Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       109s        Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       108s        Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       106s        Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       106s        Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       105s        Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       105s        Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       102s        Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       102s        Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       102s        Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       101s        Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       99s         Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       99s         Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       99s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       98s         Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       95s         Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       95s         Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       95s         Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       94s         Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       91s         Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       91s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       91s         Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       91s         Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       88s         Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       87s         Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       87s         Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       87s         Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       85s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       84s         Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       81s         Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       80s         Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       78s         Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       78s         Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       77s         Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       77s         Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       77s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       76s         Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       73s         Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       73s         Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       71s         Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       70s         Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       70s         Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       70s         Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       70s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       69s         Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       67s         Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       66s         Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       63s         Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       63s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       63s         Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       63s         Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       63s         Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       62s         Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       60s         Warning   VolumeFailedDelete               persistentvolume/pvc-97976541-3954-4e10-82b8-23818bac6ad5             rpc error: code = Aborted desc = rbd csi-vol-b20cbe2d-4343-4649-98b8-d6721a42e0fb is still being used
default       60s         Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       59s         Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       56s         Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       56s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       55s         Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       55s         Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       55s         Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       55s         Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       54s         Warning   VolumeFailedDelete               persistentvolume/pvc-c228169c-aed8-4170-b775-db2dc4eb24fe             rpc error: code = Aborted desc = rbd csi-vol-ffe92b8c-2157-4400-82da-75158a63b89a is still being used
default       52s         Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       52s         Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       50s         Warning   VolumeFailedDelete               persistentvolume/pvc-c10a238d-fafa-48b4-8f11-f538a9de48b8             rpc error: code = Aborted desc = rbd csi-vol-143000ef-407f-48c7-8a46-c426ef77d3db is still being used
default       49s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       49s         Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       48s         Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       48s         Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       48s         Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       48s         Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       45s         Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       45s         Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       42s         Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       42s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       41s         Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       41s         Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       41s         Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       40s         Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       39s         Warning   VolumeFailedDelete               persistentvolume/pvc-a76e4242-c189-4334-ac17-87437d5ca8cc             rpc error: code = Aborted desc = rbd csi-vol-de5a700e-489f-43f3-bbc5-ccab8524039d is still being used
default       38s         Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       38s         Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       35s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       34s         Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       34s         Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       34s         Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       34s         Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       33s         Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       31s         Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       30s         Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       28s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       27s         Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       27s         Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       27s         Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       27s         Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       26s         Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       24s         Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       23s         Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       22s         Normal    Valid                            clustersecretstore/global-secrets                                     store validated
default       21s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
default       20s         Normal    Starting                         node/chikorita                                                        Starting kubelet.
default       20s         Normal    Starting                         node/pikachu                                                          Starting kubelet.
default       20s         Normal    CertificateExpirationOK          node/chikorita                                                        Node and Certificate Authority certificates managed by k3s are OK
default       19s         Normal    Starting                         node/sprigatito                                                       Starting kubelet.
default       19s         Normal    CertificateExpirationOK          node/sprigatito                                                       Node and Certificate Authority certificates managed by k3s are OK
default       17s         Normal    CertificateExpirationOK          node/growlithe                                                        Node and Certificate Authority certificates managed by k3s are OK
default       16s         Normal    Starting                         node/growlithe                                                        Starting kubelet.
default       14s         Normal    CertificateExpirationOK          node/pikachu                                                          Node and Certificate Authority certificates managed by k3s are OK
